"UniqueID","Probability1"
6533,0.0532004601804411
6534,0.0862688544696143
6535,0.916805077648969
6536,0.0916618818876238
6537,0.0863779732395557
6538,0.78335526242282
6539,0.666303761430687
6540,0.0470174913044315
6541,0.0862761412285881
6542,0.0543650829334097
6543,0.0567659777483646
6544,0.568282047355797
6545,0.054286089580441
6546,0.0736612328071236
6547,0.0570418772529688
6548,0.935064117096374
6549,0.876457663253471
6550,0.755716726239496
6551,0.0969565196319385
6552,0.0839805689198406
6553,0.0901103309480649
6554,0.065569753992628
6555,0.736744289315241
6556,0.0811835042571889
6557,0.0533509966511099
6558,0.226319705089981
6559,0.0577943394932245
6560,0.812617963490027
6561,0.110591864611362
6562,0.0542738258687135
6563,0.0546556564855762
6564,0.0860147026584899
6565,0.0690915411011288
6566,0.0832350427587139
6567,0.140199978618709
6568,0.8175504199183
6569,0.80526333544438
6570,0.0619241952955735
6571,0.0893359540998475
6572,0.841495973838992
6573,0.817193565007264
6574,0.876855395428817
6575,0.0864705096498698
6576,0.133887114230156
6577,0.0580256068800854
6578,0.0603280483548186
6579,0.0672347021509151
6580,0.0563550047475653
6581,0.820272345573238
6582,0.0786663287983395
6583,0.0750899881907626
6584,0.0897734360717816
6585,0.0861607411377166
6586,0.089016923056802
6587,0.0912365457190828
6588,0.0688259386324479
6589,0.0552424584416758
6590,0.0734151582040928
6591,0.714712423247675
6592,0.0681347069055511
6593,0.0671879488929614
6594,0.0862967152350987
6595,0.0643953799750503
6596,0.0646261778334445
6597,0.063538439959426
6598,0.0693237496351379
6599,0.0666930933848428
6600,0.101864256189302
6601,0.0899734777758798
6602,0.0636906574958651
6603,0.0741458762916665
6604,0.0716102452593843
6605,0.0889168322386618
6606,0.822507083160346
6607,0.0707336120084073
6608,0.796975740242234
6609,0.429378529441963
6610,0.0758300807225993
6611,0.0869318748800754
6612,0.0879482637530617
6613,0.0817898783944543
6614,0.0932346380444924
6615,0.0780871609017502
6616,0.0780255496150683
6617,0.0726875031564938
6618,0.0811502892216956
6619,0.0741220495680017
6620,0.0896871987271732
6621,0.0770143308226942
6622,0.0829590113266857
