"UniqueID","Probability1"
6533,0.0285
6534,0.16725
6535,0.97275
6536,0.32825
6537,0.335
6538,0.61375
6539,0.869
6540,0.12825
6541,0.03075
6542,0.05275
6543,0.04625
6544,0.83875
6545,0.0195
6546,0.01375
6547,0.022
6548,0.808
6549,0.58175
6550,0.1175
6551,0.57025
6552,0.13175
6553,0.057
6554,0.0065
6555,0.91225
6556,0.00675
6557,0
6558,0.56075
6559,0.10275
6560,0.33925
6561,0.24675
6562,0.01825
6563,0.0255
6564,0.0175
6565,0.0055
6566,0.03125
6567,0.04575
6568,0.89975
6569,0.97775
6570,0.01375
6571,0.11725
6572,0.797
6573,0.9945
6574,0.891
6575,0.06775
6576,0.30125
6577,0.0085
6578,0.005
6579,0.002
6580,0.0365
6581,0.64475
6582,0.00725
6583,0.00475
6584,0.33675
6585,0.04325
6586,0.04
6587,0.221
6588,0.026
6589,0.00025
6590,0.1035
6591,0.78975
6592,0.0085
6593,0.009
6594,0.03425
6595,0.02725
6596,0.04525
6597,0.01975
6598,0.0025
6599,0
6600,0.16875
6601,0.09175
6602,0
6603,0.01675
6604,0.03575
6605,0.10525
6606,0.95375
6607,0.02025
6608,0.80275
6609,0.486
6610,0
6611,0.00125
6612,0.22375
6613,0.0345
6614,0.04725
6615,0
6616,0.17875
6617,0.09575
6618,0.156
6619,0.164
6620,0
6621,0.0245
6622,0.08325
6623,0.00425
6624,0.1985
6625,0.19825
6626,0
6627,0.0045
6628,0.03025
6629,0.0955
6630,0.00025
6631,0.07625
6632,0.273
6633,0.83775
6634,0.034
6635,0.288
6636,0.24125
6637,0.24875
6638,0.295
6639,0.213
6640,0.244
6641,0.328
6642,0.2
6643,0.4155
6644,0.27725
6645,0.4075
6646,0.36475
6647,0.189
6648,0.0235
6649,0.259
6650,0.91825
6651,0
6652,0.001
6653,0.0555
6654,0.005
6655,0.2405
6656,0.0135
6657,0.00375
6658,0.022
6659,0.0015
6660,0.2745
6661,0.00675
6662,0.0175
6663,0.0195
6664,0.31025
6665,0.05475
6666,0.00175
6667,0.09325
6668,0.0045
6669,0.0025
6670,0.62
6671,0.95375
6672,0.00175
6673,0.06575
6674,0.0635
6675,0.003
6676,5e-04
6677,0.03675
6678,0.0085
6679,0.001
6680,0.94375
6681,0.01
6682,0.02375
6683,0.09925
6684,0.24125
6685,0.0025
6686,0.03525
6687,0.00025
6688,0.78125
6689,0.00175
6690,0.0115
6691,0.1745
6692,0.07975
6693,0.002
6694,0.68525
6695,0.09975
6696,0.00025
6697,0.629
6698,0.098
6699,0.068
6700,0.003
6701,0.5955
6702,0.00525
6703,0.01175
6704,0.21575
6705,0.03075
6706,0
6707,0.185
6708,0.00675
6709,0.062
6710,0.008
6711,0.049
6712,0.029
6713,0.24075
6714,0.12275
6715,0.026
6716,0.04275
6717,0.01675
6718,0.21075
6719,0.0475
6720,0.90625
6721,0
6722,0.00675
6723,0.7915
6724,0.13425
6725,0.26325
6726,0.1725
6727,0.65375
6728,0.81625
6729,0.00175
6730,0
6731,0.322
6732,0.03775
6733,0.0555
6734,0.027
6735,0.2015
6736,0.09075
6737,0.0915
6738,0.0345
6739,0.2975
6740,0.00625
6741,0.202
6742,0.007
6743,0.01375
6744,0.193
6745,0.174
6746,0.038
6747,0.0075
6748,0.0355
6749,0.1775
6750,0.7275
6751,0.08925
6752,0.382
6753,0.33475
6754,0.0025
6755,0.00425
6756,0.01325
6757,0.1325
6758,0.25525
6759,0.01625
6760,0.062
6761,0.03225
6762,0.02225
6763,0.00725
6764,0.85875
6765,0.03225
6766,0.0385
6767,0.003
6768,0.21675
6769,0.05275
6770,0.21925
6771,0.033
6772,0.185
6773,0.0075
6774,0
6775,0.2465
6776,0.01225
6777,0
6778,0.0205
6779,0.06925
6780,0.7495
6781,0.397
6782,0.15475
6783,0.0075
6784,0.017
6785,0.06525
6786,0.0055
6787,0.8355
6788,0.05475
6789,0.05975
6790,0.0575
6791,0.0025
6792,0.00025
6793,0.07625
6794,0
6795,0.257
6796,0.0365
6797,0.02025
6798,0.00575
6799,0.07225
6800,0.08475
6801,0.048
6802,0.268
6803,0
6804,0.00125
6805,0.07325
6806,0
6807,0.7545
6808,0.9875
6809,0.01125
